patch,median_move_vox,meijering_snap,meijering_random,raw_ct_snap,raw_ct_random,medial_points
s4_z4608_y1024_x2048,2.219,0.0455,-0.0045,0.026,-0.0028,7331
s1_z11840_y3520_x2240,2.218,0.1127,0.0058,0.0669,0.003,16464
s1_z1728_y2496_x2688,2.218,0.1062,-0.0096,0.0628,-0.0104,2118
s1_z576_y2496_x2880,2.218,0.1054,0.0075,0.0579,-0.0013,4308
s1_z5952_y2688_x4416,2.218,0.1108,0.0076,0.0723,0.0025,3540
s4_z5888_y1024_x1536,2.216,0.1088,0.0051,0.0435,-0.0032,4776
s4_z5632_y1536_x2304,2.215,0.063,-0.0031,0.0362,-0.0024,6930
s4_z7680_y1024_x1024,2.213,0.0913,-0.0059,0.0477,-0.0086,3641
s1_z5568_y2496_x4800,2.212,0.1394,0.0197,0.091,0.0069,2420
s4_z2304_y1024_x2560,2.212,0.0777,0.0053,0.037,0.0003,3860
s1_z5568_y2496_x4416,2.211,0.1013,0.0018,0.0494,-0.0025,4182
s1_z6336_y2880_x4608,2.21,0.1144,-0.0005,0.0632,-0.0048,2392
s1_z1728_y1728_x3840,2.209,0.105,0.0073,0.0587,-0.0023,3518
s1_z11520_y3840_x3520,2.208,0.1035,0.0133,0.0589,0.0022,17430
s1_z1728_y1728_x4224,2.206,0.1187,0.0093,0.0644,-0.002,3951
s1_z5376_y2112_x3648,2.206,0.09,0.0128,0.0536,0.0058,3737
s1_z4992_y2112_x4608,2.205,0.0764,0.0154,0.0517,0.0085,5776
s1_z2112_y1728_x3840,2.204,0.0995,0.0082,0.0603,-0.0003,2747
s4_z1536_y768_x2560,2.203,0.1018,0.0053,0.0469,0.002,3585
s4_z3072_y1280_x2304,2.203,0.0756,-0.0013,0.032,-0.0044,5904
s4_z8192_y1792_x2048,2.203,0.1058,-0.006,0.0441,-0.0121,4387
s1_z4224_y2112_x4800,2.201,0.1259,0.0097,0.0702,0.0009,3660
s1_z6144_y3840_x3456,2.201,0.0862,0.0019,0.0402,-0.0015,4734
s4_z768_y1792_x1536,2.201,0.0593,-0.0017,0.0328,-0.0001,5835
s1_z4416_y2880_x3072,2.2,0.0976,-0.0003,0.0543,-0.0025,3384
s4_z3072_y2048_x1024,2.2,0.0555,-0.005,0.0306,-0.0039,6038
s4_z2048_y1536_x1024,2.199,0.0977,0.0019,0.0415,-0.001,4872
s1_z8704_y3328_x2560,2.198,0.0993,-0.0026,0.0585,-0.0054,6514
s1_z7680_y3584_x2816,2.194,0.1279,0.0166,0.0691,0.0056,9176
s4_z8704_y2560_x1280,2.194,0.0484,0.0,0.0253,0.0005,7832
s1_z2112_y2688_x3648,2.193,0.1415,0.0105,0.0609,0.0009,2719
s1_z4800_y2880_x4416,2.193,0.1097,0.0114,0.0586,-0.0006,3631
s4_z6400_y1280_x1792,2.192,0.0568,-0.002,0.029,-0.0016,7350
s1_z6144_y3264_x4992,2.189,0.0909,0.0094,0.0575,0.0059,2369
s1_z9472_y3072_x2304,2.189,0.1265,0.0076,0.0624,-0.0034,6400
s1_z4608_y2688_x4800,2.185,0.1127,0.0097,0.0812,0.0071,2429
s1_z4608_y2880_x2880,2.185,0.1057,0.0087,0.0665,0.0041,3730
s4_z8192_y2560_x2048,2.184,0.0608,-0.0011,0.0255,-0.0057,8676
s4_z6656_y1536_x2048,2.182,0.1242,-0.0023,0.0582,-0.0018,6452
s1_z5952_y2304_x3456,2.18,0.104,0.0039,0.0568,-0.001,4716
s4_z3072_y768_x2560,2.18,0.0596,0.0036,0.0313,0.0011,7731
s4_z2048_y2304_x1280,2.179,0.0605,0.0021,0.036,-0.0004,5051
s1_z8192_y3840_x3840,2.178,0.1122,0.0163,0.0619,0.0056,9237
s1_z8704_y2816_x2560,2.178,0.1156,-0.0014,0.0699,-0.0039,8352
s4_z5632_y1280_x1536,2.178,0.0612,-0.0012,0.0304,-0.0012,8103
s4_z6400_y1536_x2048,2.178,0.0792,0.0012,0.0402,-0.0027,7138
s4_z3840_y2048_x2304,2.177,0.0996,0.0047,0.0559,-0.0002,5945
s1_z2112_y2304_x2688,2.176,0.1219,0.0037,0.0654,0.0007,3711
s4_z6656_y1280_x1536,2.176,0.1248,0.0078,0.0584,-0.003,5027
s4_z6400_y2304_x2560,2.175,0.0753,0.0025,0.0357,0.0002,7009
s4_z1536_y2048_x1536,2.174,0.0591,-0.0024,0.0327,-0.0014,4255
s4_z7936_y1280_x2048,2.174,0.0854,-0.0016,0.0355,-0.0052,4642
s4_z4864_y1280_x2304,2.17,0.0879,-0.0025,0.041,-0.0041,6933
s1_z7936_y3584_x2816,2.169,0.0973,0.0089,0.0476,0.0009,13650
s4_z3072_y2304_x1792,2.168,0.0792,0.0037,0.0337,0.0003,6171
s4_z4864_y1792_x768,2.166,0.0973,-0.0008,0.0454,-0.0006,6552
s4_z8448_y2304_x2048,2.161,0.0634,-0.0054,0.0243,-0.0039,7172
s4_z9984_y2048_x1024,2.16,0.1221,0.0085,0.0677,0.0018,6364
s4_z6400_y2304_x2304,2.158,0.085,-0.0047,0.0347,-0.0095,4643
s1_z768_y2688_x3072,2.157,0.1079,0.0056,0.0539,-0.0001,2739
s4_z5120_y2560_x1792,2.157,0.0734,-0.0017,0.0415,-0.0023,5288
s4_z6912_y2304_x768,2.157,0.058,-0.0036,0.0248,-0.0034,9638
s1_z6144_y3072_x4800,2.155,0.1125,0.0052,0.0686,0.0025,2004
s1_z11200_y4800_x2880,2.154,0.1248,0.01,0.0753,0.0023,10112
s1_z5568_y2496_x2688,2.154,0.1244,0.0003,0.0883,0.0039,2601
s4_z4096_y2304_x1280,2.154,0.0812,0.0003,0.0398,-0.0027,5352
s4_z7936_y1536_x768,2.153,0.0763,-0.0033,0.0363,-0.0043,9051
s1_z2112_y2304_x4608,2.152,0.1429,0.0105,0.1029,0.0063,1743
s1_z768_y2304_x2880,2.152,0.0934,0.0051,0.0469,0.0008,3728
s4_z1280_y1280_x1024,2.151,0.0464,-0.0043,0.0261,-0.0021,3144
s1_z576_y2112_x2880,2.15,0.0852,0.0119,0.0553,0.009,3824
s1_z6912_y3584_x4352,2.15,0.0942,0.0054,0.0491,-0.0008,8724
s1_z7168_y3840_x3328,2.15,0.1206,0.0161,0.0702,0.0063,13018
s1_z8448_y4096_x3840,2.15,0.1023,0.0066,0.0527,0.0017,12434
s1_z6336_y3840_x3456,2.148,0.0944,0.0106,0.0462,0.0025,4649
s1_z10240_y4160_x2560,2.147,0.1169,0.0095,0.0673,0.0002,22222
s1_z7680_y4096_x3840,2.147,0.1136,0.0053,0.0624,-0.0015,12381
s4_z2560_y2304_x1280,2.147,0.0738,0.0037,0.0335,-0.0004,4851
s4_z4864_y2560_x1792,2.145,0.0856,-0.0037,0.045,-0.0029,5737
s1_z4416_y2688_x2880,2.144,0.1151,-0.0008,0.0547,-0.0047,3484
s4_z2048_y768_x1536,2.143,0.0942,0.0033,0.0328,-0.0006,7951
s4_z2304_y768_x1536,2.143,0.1245,0.0105,0.0606,0.0016,8066
s1_z1920_y1728_x4416,2.142,0.1123,0.0155,0.069,0.0051,4500
s1_z576_y2496_x4800,2.142,0.1015,0.0047,0.0453,-0.0007,3890
s4_z5376_y2304_x1536,2.142,0.0604,-0.0019,0.0255,-0.0016,11517
s4_z5632_y2304_x768,2.142,0.0827,-0.0027,0.0267,-0.0048,4699
s1_z1728_y2688_x3840,2.138,0.1157,0.0085,0.0529,-0.0062,1762
s4_z512_y1024_x1024,2.138,0.091,0.0024,0.0467,-0.0008,4062
s1_z384_y2880_x3648,2.136,0.1294,0.0144,0.0727,0.0013,4916
s4_z5120_y2048_x768,2.135,0.0729,-0.0035,0.0427,-0.0008,6073
s1_z8192_y3072_x2816,2.134,0.0979,-0.0018,0.0478,-0.0045,8126
s4_z3072_y1536_x768,2.132,0.0591,0.0025,0.0335,-0.0021,4807
s1_z9472_y3840_x3840,2.13,0.0855,0.0024,0.05,-0.0006,10215
s1_z9472_y4096_x3584,2.129,0.1195,0.0124,0.0704,0.0022,8680
s4_z768_y1024_x1024,2.129,0.0558,-0.0033,0.0305,-0.0026,5119
s4_z2816_y1536_x2048,2.128,0.0672,-0.0004,0.0282,-0.0024,6545
s1_z6336_y2688_x3456,2.127,0.106,0.008,0.0497,-0.0023,3669
s1_z7424_y2816_x3584,2.127,0.0852,0.0018,0.0416,-0.0028,10260
s4_z8192_y2048_x512,2.127,0.1172,0.0043,0.0496,-0.0005,5447
s1_z4224_y2496_x2496,2.126,0.1095,0.0115,0.0733,0.0064,4180
s1_z8192_y2560_x3072,2.123,0.1296,0.0161,0.073,0.0068,10487
s4_z1024_y512_x1280,2.121,0.045,-0.0019,0.0273,-0.0025,5659
s4_z7424_y1280_x768,2.12,0.082,-0.0053,0.0519,-0.0022,5940
s4_z2304_y2048_x1792,2.119,0.1032,0.0067,0.0481,-0.001,4674
s1_z8704_y3840_x3072,2.116,0.1087,0.0124,0.0567,0.0019,7146
s4_z5120_y1280_x2304,2.115,0.0895,0.0005,0.0314,-0.002,10443
s4_z6656_y2560_x2304,2.115,0.0765,-0.0021,0.0372,-0.0077,7775
s4_z5632_y1792_x2560,2.112,0.0694,0.0038,0.0327,-0.0008,7034
s1_z576_y1728_x4032,2.111,0.1094,0.0148,0.0744,0.0065,3134
s1_z8704_y3584_x2816,2.11,0.1206,0.0104,0.0672,0.0011,8385
s4_z8448_y1536_x512,2.109,0.0855,-0.0054,0.0525,-0.0038,3762
s4_z2304_y512_x1792,2.106,0.0728,0.004,0.0412,0.0032,6623
s1_z5952_y2304_x4032,2.105,0.0851,0.0028,0.0477,-0.0007,5458
s1_z5760_y2304_x3264,2.104,0.1258,0.0128,0.07,0.0002,4817
s1_z5952_y2688_x4608,2.104,0.123,0.0095,0.0704,0.002,3430
s1_z2112_y1920_x4608,2.102,0.1132,0.0059,0.0565,0.0008,4387
s1_z2304_y2496_x4416,2.102,0.1042,0.0116,0.059,-0.0013,4837
s1_z4992_y2112_x3072,2.101,0.103,0.0112,0.0611,0.0008,7210
s1_z11520_y4480_x2560,2.1,0.106,0.0135,0.0633,0.0063,20138
s1_z4416_y2880_x2880,2.098,0.0935,0.0109,0.0532,0.0028,2971
s4_z5120_y1280_x1024,2.098,0.0736,-0.0028,0.0361,-0.0041,7372
s1_z10240_y3520_x3840,2.097,0.1414,0.0199,0.0747,0.006,13200
s4_z3328_y2048_x1280,2.097,0.0881,0.0016,0.0454,-0.0029,5178
s4_z3840_y2048_x1024,2.097,0.0939,-0.0015,0.0402,-0.008,6907
s4_z4608_y1024_x1280,2.097,0.0754,-0.0013,0.0342,-0.0017,11332
s4_z4096_y1280_x2304,2.096,0.0631,-0.0021,0.0324,-0.0029,4749
s4_z2048_y512_x1536,2.095,0.0566,0.0021,0.0326,0.0002,9658
s4_z2048_y2048_x2048,2.094,0.0572,0.0031,0.0281,-0.0002,8800
s1_z5952_y3456_x4224,2.093,0.1153,0.0126,0.0675,0.0033,4449
s4_z7936_y2048_x2048,2.092,0.0631,0.0002,0.0357,-0.0022,5378
s1_z6912_y3840_x4096,2.09,0.1146,0.0086,0.0661,0.0045,12226
s1_z12480_y3840_x2240,2.089,0.0983,-0.0021,0.0575,-0.0044,13255
s1_z1152_y2112_x4800,2.087,0.0942,0.0077,0.0511,0.0036,2916
s4_z3328_y1024_x1024,2.084,0.065,-0.0053,0.0355,-0.0048,6433
s1_z1728_y2112_x4800,2.083,0.1347,0.0037,0.0824,-0.0044,2437
s4_z4608_y2048_x2304,2.083,0.0838,0.0044,0.0353,-0.0044,8009
s1_z1152_y1728_x4224,2.082,0.1214,0.0176,0.0704,0.0063,4470
s4_z3072_y1536_x1024,2.082,0.0653,-0.0019,0.0364,-0.0038,6908
s1_z1920_y2688_x4032,2.081,0.105,0.0048,0.0605,-0.0022,1816
s1_z4224_y2304_x2496,2.081,0.1113,0.0093,0.0716,0.002,3573
s4_z5632_y2048_x1024,2.081,0.0838,-0.0006,0.0446,-0.0023,7635
s4_z6656_y2048_x768,2.081,0.0485,-0.0101,0.0201,-0.0069,8587
s4_z4352_y2304_x1792,2.079,0.0968,-0.0058,0.0435,-0.0044,6426
s4_z7936_y2304_x2048,2.078,0.0999,-0.0061,0.0556,-0.0037,4558
s1_z2304_y2112_x3072,2.077,0.0907,0.006,0.0504,-0.0002,6019
s1_z4224_y2304_x4608,2.077,0.1085,0.0119,0.0526,0.0045,4576
s1_z5952_y2880_x4992,2.077,0.1612,0.0179,0.0877,0.003,2867
s4_z4352_y1280_x1024,2.075,0.0811,-0.0042,0.0465,-0.0043,6839
s4_z2048_y1536_x2560,2.073,0.0652,-0.0004,0.0346,-0.0032,6095
s4_z8448_y1280_x1536,2.072,0.0875,0.0048,0.0402,0.0011,11297
s5_z9180_y3610_x3610,2.072,0.1539,0.0135,0.0826,0.0008,1970
s4_z5120_y1536_x768,2.071,0.0452,-0.0014,0.0247,-0.0023,4656
s1_z3264_y2496_x2880,2.07,0.0864,0.004,0.0456,-0.0051,4644
s4_z6144_y1536_x1280,2.069,0.1117,-0.0074,0.0507,-0.0049,5142
s1_z4992_y2304_x4608,2.068,0.1238,0.0027,0.0722,-0.0016,4420
s4_z3840_y2048_x1280,2.068,0.0999,0.0029,0.0603,-0.0023,5421
s1_z10240_y3840_x2560,2.067,0.1045,0.0093,0.0539,-0.0022,20017
s4_z5376_y2560_x1280,2.067,0.0683,-0.0085,0.0307,-0.007,4689
s1_z7680_y3840_x3328,2.066,0.1067,0.0112,0.0654,0.0024,9048
s1_z9600_y3520_x3840,2.065,0.1047,0.0088,0.0505,0.0022,16841
s4_z3584_y2048_x2048,2.064,0.0643,-0.0044,0.0338,-0.0025,5940
s4_z2048_y1280_x2304,2.063,0.0623,0.0013,0.0358,-0.0023,3957
s4_z9472_y2304_x1024,2.061,0.076,0.0048,0.0416,0.0,8866
s1_z192_y2880_x4416,2.06,0.1341,0.0194,0.0626,0.002,3350
s1_z2112_y2496_x4224,2.06,0.1105,0.0087,0.06,0.0045,3020
s4_z5632_y1280_x1024,2.06,0.0564,-0.0018,0.0264,-0.0039,7217
s4_z1792_y512_x2048,2.058,0.0674,0.0063,0.0451,0.0024,5958
s1_z4224_y2688_x2688,2.057,0.1222,0.0035,0.066,-0.0009,3128
s1_z4800_y2688_x4416,2.057,0.1293,0.0021,0.0677,-0.0076,3283
s1_z5952_y3264_x4608,2.055,0.1004,0.0061,0.0617,0.0048,2375
s4_z4096_y2048_x2048,2.053,0.0666,-0.0041,0.0298,-0.005,8353
s1_z5952_y3072_x4608,2.05,0.1028,0.0054,0.0578,-0.0084,3404
s1_z5952_y3648_x4416,2.049,0.136,0.0142,0.0749,0.0013,4378
s4_z7424_y1536_x512,2.047,0.0829,-0.0003,0.0379,-0.0015,7923
s4_z2816_y2048_x1536,2.043,0.0978,0.0051,0.043,-0.0015,7636
s4_z5632_y1280_x2048,2.043,0.0565,0.0013,0.0309,0.0012,13025
s4_z5888_y1536_x512,2.042,0.048,-0.0044,0.0278,-0.0048,5003
s4_z1792_y1792_x2304,2.041,0.0926,0.0078,0.0449,0.0001,5205
s1_z5760_y3264_x4800,2.04,0.1062,-0.0001,0.0582,-0.0046,2624
s1_z6528_y3840_x4032,2.035,0.1194,0.0099,0.0496,-0.0026,6022
s4_z2048_y1792_x2048,2.035,0.0539,-0.0033,0.0289,-0.0036,5318
s4_z2304_y768_x2560,2.035,0.1109,0.0094,0.0491,-0.0004,5348
s1_z2496_y2688_x3648,2.033,0.1042,0.0132,0.0548,0.0029,2218
s4_z5888_y1792_x2560,2.033,0.102,0.0011,0.0433,-0.0018,4959
s1_z2688_y2688_x3648,2.031,0.0956,0.0132,0.0495,0.005,3036
s4_z2816_y768_x2560,2.031,0.0557,0.005,0.0348,0.0021,5872
s1_z4608_y2688_x2880,2.03,0.0807,-0.0007,0.0602,-0.0001,3544
s1_z8960_y2816_x2560,2.029,0.0957,0.0,0.0471,-0.0015,12570
s1_z2112_y2688_x4224,2.024,0.107,0.0016,0.0621,-0.0031,1815
s4_z8448_y1792_x512,2.024,0.0755,-0.0095,0.0352,-0.0036,6083
s1_z5952_y2496_x4224,2.023,0.1097,-0.0008,0.0554,-0.0017,4606
s1_z6720_y3456_x3072,2.023,0.0655,0.0063,0.0311,0.0002,6811
s4_z6400_y1536_x512,2.023,0.0477,-0.0038,0.0298,-0.0039,5096
s4_z8704_y1536_x512,2.022,0.0892,-0.0025,0.0453,-0.0034,5577
s4_z2560_y512_x1792,2.021,0.0411,0.0013,0.0203,0.0003,7421
s1_z2496_y2688_x3840,2.019,0.1278,0.0162,0.0651,0.0023,2064
s4_z4096_y2560_x1536,2.016,0.0925,-0.0051,0.0439,-0.0029,6046
s4_z4352_y768_x1792,2.016,0.0768,0.0031,0.0436,0.0011,9713
s4_z1536_y2048_x2048,2.015,0.1029,0.0033,0.0367,-0.0049,7474
s4_z3072_y2304_x1536,2.012,0.0771,0.001,0.0344,-0.0026,4354
s1_z576_y2880_x4224,2.01,0.0921,0.0024,0.0407,-0.0059,3713
s4_z1536_y1792_x2304,2.009,0.0577,0.0014,0.0362,0.0003,5327
s4_z6656_y1792_x512,2.009,0.0812,-0.0048,0.0318,-0.0053,3743
s4_z7424_y2304_x512,2.009,0.0694,0.0023,0.0331,-0.0014,7702
s1_z5760_y2688_x4224,2.007,0.1195,0.008,0.065,-0.0046,3334
s1_z6720_y2880_x2688,2.007,0.0912,-0.0036,0.0459,-0.0055,2190
s1_z5952_y2304_x4416,2.006,0.119,0.0211,0.0895,0.0084,3631
s1_z1344_y2496_x2688,2.005,0.1151,-0.0072,0.0648,-0.0048,3039
s1_z576_y2688_x4416,2.004,0.0812,-0.0036,0.0335,-0.006,4247
s1_z6720_y3648_x4224,2.004,0.1114,0.0124,0.057,0.0033,4144
s4_z3584_y2048_x2304,2.003,0.0519,0.0011,0.029,-0.0,9227
s4_z1792_y2304_x1536,2.002,0.0854,0.006,0.0363,0.0018,4963
s1_z9920_y3520_x3840,2.0,0.0996,0.0125,0.0467,0.0019,15729
s4_z4096_y2048_x2304,1.999,0.0632,-0.0012,0.0361,-0.0023,5510
s4_z8448_y2048_x512,1.998,0.0726,0.0007,0.0347,-0.0031,8961
s1_z960_y1920_x3456,1.997,0.0926,0.0046,0.0553,0.0024,5742
s4_z4352_y2304_x2304,1.997,0.0794,0.0006,0.0459,-0.002,6982
s4_z6656_y2048_x512,1.997,0.0851,-0.0053,0.036,-0.0066,6322
s1_z5760_y3072_x2688,1.996,0.0798,0.0102,0.0402,0.0019,3508
s1_z5376_y3072_x4416,1.995,0.0987,0.0058,0.0489,-0.0001,4338
s4_z3328_y2048_x1792,1.99,0.0566,-0.0005,0.0305,-0.0014,4998
s4_z7936_y2304_x768,1.99,0.0682,-0.0034,0.0246,-0.0057,10733
s1_z3456_y2496_x2496,1.989,0.1136,0.0072,0.0722,0.0032,3357
s1_z6144_y3648_x3840,1.989,0.0918,0.004,0.0475,-0.0019,4322
s1_z9216_y2560_x3328,1.989,0.0909,0.0051,0.0498,-0.0015,11520
s4_z5632_y2304_x1024,1.989,0.0823,0.0029,0.0413,-0.0012,4652
s1_z960_y1728_x3840,1.987,0.1055,0.0173,0.0671,0.011,4108
s4_z1024_y2048_x1536,1.985,0.0433,0.0009,0.0229,-0.0015,4195
s1_z9600_y2560_x3520,1.984,0.0999,0.0073,0.0483,0.0,21981
s4_z1792_y2048_x1280,1.982,0.0622,0.0031,0.0352,0.0022,5941
s4_z1024_y1792_x1280,1.981,0.0991,0.0085,0.0491,0.001,5711
s4_z8192_y1536_x768,1.98,0.0845,-0.0037,0.0474,-0.0057,9752
s1_z5952_y2496_x2880,1.978,0.0849,0.0052,0.0511,-0.0029,5366
s4_z3840_y1280_x2560,1.978,0.0614,-0.0044,0.0396,-0.0045,3917
s4_z4608_y1024_x1024,1.978,0.0447,0.0021,0.0182,-0.0025,8072
s1_z6720_y3840_x4224,1.977,0.1152,0.0109,0.0658,-0.0009,3928
s4_z1792_y2048_x1024,1.974,0.0818,0.0023,0.0472,0.0001,6027
s4_z8960_y1792_x512,1.974,0.0837,-0.0009,0.0325,-0.0018,7487
s1_z1536_y1728_x4416,1.973,0.103,0.0104,0.0607,0.0023,4907
s4_z5120_y1024_x1792,1.973,0.086,0.0041,0.0466,0.0008,7920
s4_z5888_y2560_x1536,1.973,0.0588,0.002,0.03,-0.0015,8115
s4_z7680_y2560_x2304,1.969,0.0775,0.0019,0.039,-0.0014,9160
s1_z8704_y3840_x2816,1.968,0.0987,0.0068,0.0582,-0.0012,11365
s4_z2816_y1792_x1024,1.963,0.041,-0.0032,0.0205,-0.002,7875
s4_z3584_y1792_x2560,1.963,0.0792,0.005,0.0384,-0.0019,7902
s4_z7680_y1792_x1792,1.963,0.0833,-0.0028,0.0475,-0.0043,5263
s1_z4032_y2496_x2688,1.962,0.1106,0.0098,0.0738,0.0038,2626
s4_z3072_y1280_x1024,1.962,0.0612,-0.0029,0.0337,-0.0035,8453
s1_z4416_y2688_x3072,1.959,0.08,0.005,0.0489,-0.0006,5426
s1_z8192_y3584_x4352,1.959,0.103,0.0101,0.0585,0.0022,11096
s1_z1728_y2688_x3456,1.958,0.0722,-0.0068,0.0285,-0.0086,1785
s1_z5376_y2496_x2880,1.957,0.118,0.0136,0.0602,0.0066,5462
s1_z768_y2304_x3072,1.955,0.0763,0.0077,0.0308,0.0015,5754
s4_z1024_y2048_x2048,1.954,0.0432,-0.003,0.0252,-0.0023,5330
s4_z2816_y1792_x2304,1.949,0.0675,0.0019,0.0379,-0.0,7677
s4_z3072_y1792_x2048,1.949,0.077,0.0025,0.0367,-0.0031,8658
s1_z7936_y2560_x3072,1.943,0.0981,0.0126,0.0565,0.0047,12342
s1_z6912_y3584_x4864,1.94,0.0735,-0.003,0.0466,-0.0048,5971
s1_z6336_y3840_x3264,1.938,0.0669,0.0029,0.032,-0.0008,5441
s1_z4608_y2112_x2304,1.937,0.1024,0.0037,0.0716,0.0016,2255
s4_z2304_y1536_x1024,1.936,0.1087,0.0024,0.0504,-0.0009,4790
s4_z3072_y2304_x1024,1.934,0.0731,0.0021,0.0364,-0.0029,7210
s1_z3456_y2688_x3456,1.933,0.1003,0.0026,0.0597,-0.0003,2345
s1_z4992_y2112_x2880,1.933,0.074,0.0022,0.0454,0.0001,8383
s1_z8960_y3584_x2816,1.931,0.1036,0.0091,0.0668,0.0006,11280
s1_z1920_y2688_x4416,1.929,0.0987,0.004,0.0528,-0.0098,1737
s1_z2688_y1728_x4224,1.929,0.0677,-0.0005,0.0347,-0.0018,4588
s1_z768_y2496_x3072,1.929,0.0646,-0.007,0.0369,-0.0052,4374
s1_z2112_y2688_x3840,1.928,0.1114,-0.0027,0.0621,-0.0029,1851
s1_z5760_y3648_x3840,1.928,0.0685,0.0001,0.0396,-0.0001,2908
s4_z1536_y2048_x1792,1.928,0.103,0.0021,0.0376,-0.0032,4398
s1_z9472_y3328_x2560,1.925,0.1043,0.0135,0.0652,0.0059,8185
s4_z7936_y2560_x1024,1.925,0.0786,-0.0033,0.0367,-0.0059,9281
s4_z4608_y2304_x2048,1.924,0.0621,0.0041,0.0335,-0.0004,6181
s1_z1920_y2688_x3264,1.922,0.0737,-0.0026,0.0378,-0.0024,3058
s1_z1920_y2688_x4224,1.921,0.1104,0.0051,0.0573,-0.0063,2139
s1_z3456_y2496_x3648,1.921,0.1202,0.0226,0.0491,0.0036,5011
s4_z10240_y1024_x2048,1.92,0.0805,0.0034,0.0417,0.0016,7715
s1_z4608_y2112_x4608,1.918,0.0695,0.003,0.0431,0.0038,6355
s4_z1536_y1536_x2304,1.918,0.0923,0.0105,0.045,-0.0006,5166
s1_z6912_y3584_x3072,1.917,0.0902,0.0091,0.0412,-0.0013,9747
s4_z2048_y512_x2304,1.917,0.0724,0.006,0.0376,0.0,7960
s1_z9472_y4096_x3840,1.913,0.1026,0.0018,0.0489,-0.0004,8632
s1_z1152_y1728_x4416,1.912,0.1147,0.0075,0.064,0.0014,4217
s1_z192_y2688_x3264,1.909,0.0832,0.0024,0.0421,-0.0022,6469
s1_z10560_y2880_x3520,1.908,0.1047,0.0124,0.0578,0.0042,23344
s4_z4096_y1792_x2304,1.908,0.1237,0.0061,0.0523,-0.0054,4323
s1_z1152_y2112_x3072,1.907,0.124,0.0176,0.0776,0.007,4719
s1_z1728_y2688_x4416,1.907,0.1174,0.006,0.0514,-0.002,2272
s4_z5888_y2304_x1280,1.906,0.0532,-0.0085,0.0224,-0.0042,9956
s1_z6144_y2496_x3456,1.903,0.1169,0.0213,0.0763,0.0134,4534
s4_z2816_y768_x1536,1.903,0.075,0.0052,0.041,0.0023,8460
s1_z2304_y2688_x3840,1.901,0.061,-0.0028,0.0357,-0.0035,1317
s4_z2048_y1280_x2560,1.901,0.0501,-0.0014,0.0259,-0.0033,5361
s1_z3456_y2304_x4224,1.9,0.0917,0.01,0.051,-0.0004,5375
s4_z2816_y512_x2048,1.9,0.0512,0.0015,0.0267,0.0018,4991
s4_z5120_y2560_x1536,1.9,0.0865,-0.0027,0.0335,-0.002,4974
s4_z7936_y1792_x2048,1.899,0.0724,-0.0082,0.033,-0.0069,4995
s1_z6720_y3072_x2688,1.897,0.1019,-0.0005,0.0555,-0.0014,2283
s1_z9920_y3520_x2560,1.897,0.1071,0.0065,0.0555,-0.0006,14858
s4_z4352_y2048_x1024,1.896,0.0657,-0.0002,0.0336,-0.003,6768
s1_z5952_y2496_x4800,1.895,0.1405,0.016,0.0631,-0.0006,3690
s4_z2816_y1024_x2816,1.895,0.0875,0.0009,0.0476,0.0018,5329
s1_z768_y2112_x2880,1.894,0.0952,0.0083,0.0652,0.005,3905
s1_z576_y1728_x4224,1.892,0.0651,0.0084,0.0365,0.0035,3143
s4_z2048_y512_x1792,1.892,0.099,0.0109,0.044,0.0036,7239
s1_z576_y2688_x3072,1.89,0.1081,0.002,0.0489,-0.003,3270
s1_z960_y2112_x2688,1.89,0.1291,0.0172,0.0916,0.0092,2757
s1_z5952_y3648_x4224,1.881,0.0805,0.002,0.0477,-0.0033,2953
s1_z6144_y3840_x3264,1.88,0.0756,0.0023,0.0404,-0.0013,3934
s4_z9216_y2304_x1024,1.877,0.0716,0.0021,0.0371,-0.0018,10043
s1_z5760_y3648_x3648,1.876,0.0673,0.0058,0.0382,0.0037,4395
s1_z6720_y3456_x2688,1.876,0.1222,0.013,0.0622,0.0027,4173
s4_z768_y1280_x1024,1.875,0.058,-0.001,0.0326,-0.0006,4118
s1_z6144_y3840_x4416,1.874,0.1194,0.0157,0.0677,0.0051,4801
s4_z2304_y1536_x2304,1.871,0.0866,0.0082,0.0466,0.0028,5048
s4_z3328_y768_x1536,1.871,0.0381,-0.0018,0.0195,-0.0017,10445
s1_z1728_y1728_x3648,1.868,0.0767,0.0108,0.0464,0.0056,6137
s1_z384_y2112_x2880,1.868,0.1,0.0132,0.0587,0.0049,3680
s1_z8960_y3328_x2560,1.867,0.0927,0.0032,0.0518,0.0002,9947
s1_z960_y2880_x3456,1.867,0.0954,0.0046,0.0507,-0.0028,4162
s1_z5568_y2880_x3072,1.865,0.1179,0.0073,0.064,-0.0032,3510
s4_z512_y1792_x1792,1.864,0.0505,0.001,0.0217,-0.0023,5402
s1_z8704_y3072_x4352,1.862,0.1017,0.0162,0.077,0.0125,8700
s4_z1792_y2048_x1792,1.861,0.0545,-0.0021,0.0251,-0.0032,5805
s4_z4864_y1792_x1024,1.861,0.0368,-0.0125,0.0219,-0.006,5086
s1_z8704_y3072_x2560,1.86,0.0943,-0.0023,0.0466,-0.0039,6530
s1_z4224_y2688_x2880,1.859,0.1302,0.0109,0.0608,-0.0046,3550
s4_z6144_y2304_x2304,1.857,0.0303,-0.0099,0.0173,-0.0053,8945
